"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfElementWithText","invisibilityOfElementWithText",""
"passed","Tue Feb 07 07:15:11 GMT 2023","Tue Feb 07 07:15:11 GMT 2023","482","Main suite","Selenium Web Driver Tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","getAlertText","getAlertText",""
"passed","Tue Feb 07 07:15:31 GMT 2023","Tue Feb 07 07:15:31 GMT 2023","43","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeClickableByLocator","elementToBeClickableByLocator",""
"passed","Tue Feb 07 07:15:20 GMT 2023","Tue Feb 07 07:15:21 GMT 2023","47","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","partialLinkText","partialLinkText",""
"passed","Tue Feb 07 07:15:46 GMT 2023","Tue Feb 07 07:15:46 GMT 2023","18","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","waitWithLambda","waitWithLambda",""
"passed","Tue Feb 07 07:15:08 GMT 2023","Tue Feb 07 07:15:08 GMT 2023","437","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","ctrlClick","ctrlClick",""
"passed","Tue Feb 07 07:15:39 GMT 2023","Tue Feb 07 07:15:39 GMT 2023","28","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfNestedElementsLocatedBy","presenceOfNestedElementsLocatedBy",""
"passed","Tue Feb 07 07:15:19 GMT 2023","Tue Feb 07 07:15:19 GMT 2023","493","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","sendKeys","sendKeys",""
"passed","Tue Feb 07 07:15:16 GMT 2023","Tue Feb 07 07:15:16 GMT 2023","165","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","clear","clear",""
"passed","Tue Feb 07 07:15:34 GMT 2023","Tue Feb 07 07:15:34 GMT 2023","55","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByLocator","frameToBeAvailableAndSwitchToItByLocator",""
"passed","Tue Feb 07 07:15:10 GMT 2023","Tue Feb 07 07:15:10 GMT 2023","304","Main suite","Selenium Web Driver Tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingId","switchToFrameUsingId",""
"passed","Tue Feb 07 07:15:15 GMT 2023","Tue Feb 07 07:15:15 GMT 2023","435","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","executeJavascriptClickOnElement","executeJavascriptClickOnElement",""
"passed","Tue Feb 07 07:15:45 GMT 2023","Tue Feb 07 07:15:45 GMT 2023","39","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfElementLocated","visibilityOfElementLocated",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","enterFullscreen","enterFullscreen",""
"passed","Tue Feb 07 07:15:30 GMT 2023","Tue Feb 07 07:15:30 GMT 2023","32","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementSelectionStateToBeByLocator","elementSelectionStateToBeByLocator",""
"passed","Tue Feb 07 07:15:22 GMT 2023","Tue Feb 07 07:15:22 GMT 2023","34","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","tagName","tagName",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","1","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfAllElementsLocatedBy","visibilityOfAllElementsLocatedBy",""
"passed","Tue Feb 07 07:15:08 GMT 2023","Tue Feb 07 07:15:08 GMT 2023","374","Main suite","Selenium Web Driver Tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","openUrl","openUrl",""
"passed","Tue Feb 07 07:15:42 GMT 2023","Tue Feb 07 07:15:42 GMT 2023","39","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementValueByLocator","textToBePresentInElementValueByLocator",""
"passed","Tue Feb 07 07:15:29 GMT 2023","Tue Feb 07 07:15:29 GMT 2023","43","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeNotEmpty","attributeToBeNotEmpty",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfNestedElementsLocatedByLocator","visibilityOfNestedElementsLocatedByLocator",""
"passed","Tue Feb 07 07:15:13 GMT 2023","Tue Feb 07 07:15:13 GMT 2023","208","Main suite","Selenium Web Driver Tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingName","switchToFrameUsingName",""
"passed","Tue Feb 07 07:15:16 GMT 2023","Tue Feb 07 07:15:16 GMT 2023","52","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findAllElementsByTag","findAllElementsByTag",""
"passed","Tue Feb 07 07:15:33 GMT 2023","Tue Feb 07 07:15:33 GMT 2023","53","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByElement","frameToBeAvailableAndSwitchToItByElement",""
"passed","Tue Feb 07 07:15:16 GMT 2023","Tue Feb 07 07:15:16 GMT 2023","26","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","cssSelector","cssSelector",""
"passed","Tue Feb 07 07:15:44 GMT 2023","Tue Feb 07 07:15:44 GMT 2023","9","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","urlMatches","urlMatches",""
"passed","Tue Feb 07 07:15:17 GMT 2023","Tue Feb 07 07:15:17 GMT 2023","271","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","executeJavascriptOpenAlert","executeJavascriptOpenAlert",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowDimensionsIndividually","getWindowDimensionsIndividually",""
"passed","Tue Feb 07 07:15:17 GMT 2023","Tue Feb 07 07:15:17 GMT 2023","46","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getTagName","getTagName",""
"passed","Tue Feb 07 07:15:17 GMT 2023","Tue Feb 07 07:15:17 GMT 2023","208","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","click","click",""
"passed","Tue Feb 07 07:15:18 GMT 2023","Tue Feb 07 07:15:18 GMT 2023","82","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","linkText","linkText",""
"passed","Tue Feb 07 07:15:23 GMT 2023","Tue Feb 07 07:15:23 GMT 2023","74","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","isSelected","isSelected",""
"passed","Tue Feb 07 07:15:08 GMT 2023","Tue Feb 07 07:15:08 GMT 2023","101","Main suite","Selenium Web Driver Tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToDefaultContext","switchToDefaultContext",""
"passed","Tue Feb 07 07:15:40 GMT 2023","Tue Feb 07 07:15:40 GMT 2023","89","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","refreshed","refreshed",""
"passed","Tue Feb 07 07:15:13 GMT 2023","Tue Feb 07 07:15:13 GMT 2023","391","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","keyUpAndDown","keyUpAndDown",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfAllElementsList","visibilityOfAllElementsList",""
"passed","Tue Feb 07 07:15:45 GMT 2023","Tue Feb 07 07:15:45 GMT 2023","37","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOf","visibilityOf",""
"passed","Tue Feb 07 07:15:10 GMT 2023","Tue Feb 07 07:15:10 GMT 2023","326","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","enterWithActions","enterWithActions",""
"passed","Tue Feb 07 07:15:22 GMT 2023","Tue Feb 07 07:15:22 GMT 2023","59","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","isEnabled","isEnabled",""
"passed","Tue Feb 07 07:15:32 GMT 2023","Tue Feb 07 07:15:32 GMT 2023","30","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeSelectedByElement","elementToBeSelectedByElement",""
"passed","Tue Feb 07 07:15:19 GMT 2023","Tue Feb 07 07:15:19 GMT 2023","122","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentObject","findElementBasedOnParentObject",""
"passed","Tue Feb 07 07:15:14 GMT 2023","Tue Feb 07 07:15:14 GMT 2023","296","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","closeTab","closeTab",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowXAndYPositionFromObject","getWindowXAndYPositionFromObject",""
"passed","Tue Feb 07 07:15:24 GMT 2023","Tue Feb 07 07:15:27 GMT 2023","3118","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","alertIsPresent","alertIsPresent",""
"passed","Tue Feb 07 07:15:39 GMT 2023","Tue Feb 07 07:15:39 GMT 2023","27","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfNestedElementLocatedBy","presenceOfNestedElementLocatedBy",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowDimensionsFromObject","getWindowDimensionsFromObject",""
"passed","Tue Feb 07 07:15:24 GMT 2023","Tue Feb 07 07:15:25 GMT 2023","193","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","takeScreenshotOfAWindow","takeScreenshotOfAWindow",""
"passed","Tue Feb 07 07:15:36 GMT 2023","Tue Feb 07 07:15:36 GMT 2023","34","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfElementLocatedByLocator","invisibilityOfElementLocatedByLocator",""
"passed","Tue Feb 07 07:15:43 GMT 2023","Tue Feb 07 07:15:43 GMT 2023","6","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","titleContains","titleContains",""
"passed","Tue Feb 07 07:15:38 GMT 2023","Tue Feb 07 07:15:38 GMT 2023","18","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfElementLocated","presenceOfElementLocated",""
"passed","Tue Feb 07 07:15:18 GMT 2023","Tue Feb 07 07:15:18 GMT 2023","135","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentLocator","findElementBasedOnParentLocator",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ImplicitWaitTest","vznd.selenium.ImplicitWaitTest","implicitWait","implicitWait",""
"passed","Tue Feb 07 07:15:23 GMT 2023","Tue Feb 07 07:15:23 GMT 2023","70","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","xpath","xpath",""
"passed","Tue Feb 07 07:15:32 GMT 2023","Tue Feb 07 07:15:32 GMT 2023","30","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeSelectedByLocator","elementToBeSelectedByLocator",""
"passed","Tue Feb 07 07:15:20 GMT 2023","Tue Feb 07 07:15:20 GMT 2023","344","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowHandles","getWindowHandles",""
"passed","Tue Feb 07 07:15:14 GMT 2023","Tue Feb 07 07:15:14 GMT 2023","42","Main suite","Selenium Web Driver Tests","vznd.selenium.GettingBrowserInformationTest","vznd.selenium.GettingBrowserInformationTest","getTitle","getTitle",""
"passed","Tue Feb 07 07:15:27 GMT 2023","Tue Feb 07 07:15:27 GMT 2023","68","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","and","and",""
"passed","Tue Feb 07 07:15:15 GMT 2023","Tue Feb 07 07:15:15 GMT 2023","407","Main suite","Selenium Web Driver Tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","waitForAlertAbsence","waitForAlertAbsence",""
"passed","Tue Feb 07 07:15:28 GMT 2023","Tue Feb 07 07:15:28 GMT 2023","41","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeContainsByLocator","attributeContainsByLocator",""
"passed","Tue Feb 07 07:15:34 GMT 2023","Tue Feb 07 07:15:34 GMT 2023","60","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByStringLocator","frameToBeAvailableAndSwitchToItByStringLocator",""
"passed","Tue Feb 07 07:15:16 GMT 2023","Tue Feb 07 07:15:16 GMT 2023","135","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getCssValue","getCssValue",""
"passed","Tue Feb 07 07:15:21 GMT 2023","Tue Feb 07 07:15:22 GMT 2023","49","Main suite","Selenium Web Driver Tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","deleteAllCookies","deleteAllCookies",""
"passed","Tue Feb 07 07:15:45 GMT 2023","Tue Feb 07 07:15:45 GMT 2023","6","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","urlToBe","urlToBe",""
"passed","Tue Feb 07 07:15:14 GMT 2023","Tue Feb 07 07:15:14 GMT 2023","26","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","className","className",""
"passed","Tue Feb 07 07:15:41 GMT 2023","Tue Feb 07 07:15:41 GMT 2023","45","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBe","textToBe",""
"passed","Tue Feb 07 07:15:43 GMT 2023","Tue Feb 07 07:15:43 GMT 2023","6","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","titleIs","titleIs",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowXAndYPositionIndividually","getWindowXAndYPositionIndividually",""
"passed","Tue Feb 07 07:15:17 GMT 2023","Tue Feb 07 07:15:17 GMT 2023","110","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","id","id",""
"unknown","Tue Feb 07 07:15:04 GMT 2023","Tue Feb 07 07:15:04 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfNestedElementsLocatedByElement","visibilityOfNestedElementsLocatedByElement",""
"passed","Tue Feb 07 07:15:20 GMT 2023","Tue Feb 07 07:15:20 GMT 2023","22","Main suite","Selenium Web Driver Tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","addCookie","addCookie",""
"passed","Tue Feb 07 07:15:35 GMT 2023","Tue Feb 07 07:15:35 GMT 2023","41","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOf","invisibilityOf",""
"passed","Tue Feb 07 07:15:42 GMT 2023","Tue Feb 07 07:15:42 GMT 2023","41","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementValueByElement","textToBePresentInElementValueByElement",""
"passed","Tue Feb 07 07:15:21 GMT 2023","Tue Feb 07 07:15:21 GMT 2023","211","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","setWindowPosition","setWindowPosition",""
"passed","Tue Feb 07 07:15:28 GMT 2023","Tue Feb 07 07:15:28 GMT 2023","36","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeByElement","attributeToBeByElement",""
"passed","Tue Feb 07 07:15:19 GMT 2023","Tue Feb 07 07:15:19 GMT 2023","74","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","name","name",""
"passed","Tue Feb 07 07:15:25 GMT 2023","Tue Feb 07 07:15:25 GMT 2023","98","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","takeScreenshotOfAnElement","takeScreenshotOfAnElement",""
"passed","Tue Feb 07 07:15:37 GMT 2023","Tue Feb 07 07:15:37 GMT 2023","62","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","numberOfWindowsToBe","numberOfWindowsToBe",""
"passed","Tue Feb 07 07:15:12 GMT 2023","Tue Feb 07 07:15:12 GMT 2023","569","Main suite","Selenium Web Driver Tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","pressForwardBrowserButton","pressForwardBrowserButton",""
"passed","Tue Feb 07 07:15:18 GMT 2023","Tue Feb 07 07:15:18 GMT 2023","206","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getText","getText",""
"passed","Tue Feb 07 07:15:09 GMT 2023","Tue Feb 07 07:15:10 GMT 2023","487","Main suite","Selenium Web Driver Tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","enterInfoIntoPrompt","enterInfoIntoPrompt",""
"passed","Tue Feb 07 07:15:35 GMT 2023","Tue Feb 07 07:15:35 GMT 2023","62","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfAllElementsWebElementArgs","invisibilityOfAllElementsWebElementArgs",""
"passed","Tue Feb 07 07:15:10 GMT 2023","Tue Feb 07 07:15:10 GMT 2023","442","Main suite","Selenium Web Driver Tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","pressBackBrowserButton","pressBackBrowserButton",""
"passed","Tue Feb 07 07:15:33 GMT 2023","Tue Feb 07 07:15:33 GMT 2023","27","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByIntLocator","frameToBeAvailableAndSwitchToItByIntLocator",""
"passed","Tue Feb 07 07:15:20 GMT 2023","Tue Feb 07 07:15:20 GMT 2023","102","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findFirstElementWithClass","findFirstElementWithClass",""
"passed","Tue Feb 07 07:15:10 GMT 2023","Tue Feb 07 07:15:10 GMT 2023","13","Main suite","Selenium Web Driver Tests","vznd.selenium.GettingBrowserInformationTest","vznd.selenium.GettingBrowserInformationTest","getCurrentUrl","getCurrentUrl",""
