"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 06 19:31:12 GMT 2023","Mon Feb 06 19:31:23 GMT 2023","10440","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfElementLocatedByLocator","invisibilityOfElementLocatedByLocator",""
"passed","Mon Feb 06 19:30:37 GMT 2023","Mon Feb 06 19:30:37 GMT 2023","48","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeClickableByLocator","elementToBeClickableByLocator",""
"passed","Mon Feb 06 19:29:54 GMT 2023","Mon Feb 06 19:29:55 GMT 2023","85","Wiki Tests","Selenium tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","openUrlWithNavigate","openUrlWithNavigate",""
"unknown","Mon Feb 06 19:29:06 GMT 2023","Mon Feb 06 19:29:06 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","javaScriptThrowsNoExceptions","javaScriptThrowsNoExceptions",""
"failed","Mon Feb 06 19:29:57 GMT 2023","Mon Feb 06 19:29:57 GMT 2023","211","Wiki Tests","Selenium tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","enterWithActions","enterWithActions",""
"broken","Mon Feb 06 19:30:18 GMT 2023","Mon Feb 06 19:30:18 GMT 2023","28","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentObject","findElementBasedOnParentObject",""
"passed","Mon Feb 06 19:29:58 GMT 2023","Mon Feb 06 19:29:58 GMT 2023","191","Wiki Tests","Selenium tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","keyUpAndDown","keyUpAndDown",""
"passed","Mon Feb 06 19:30:19 GMT 2023","Mon Feb 06 19:30:19 GMT 2023","77","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","switchToActiveElement","switchToActiveElement",""
"passed","Mon Feb 06 19:30:15 GMT 2023","Mon Feb 06 19:30:15 GMT 2023","27","Wiki Tests","Selenium tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","isSelected","isSelected",""
"passed","Mon Feb 06 19:30:17 GMT 2023","Mon Feb 06 19:30:17 GMT 2023","38","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentLocator","findElementBasedOnParentLocator",""
"unknown","Mon Feb 06 19:29:06 GMT 2023","Mon Feb 06 19:29:06 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","enterFullscreen","enterFullscreen",""
