"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllEmptyElements","selectAllEmptyElements","COMING SOON"
"passed","Tue Feb 07 07:20:40 GMT 2023","Tue Feb 07 07:20:40 GMT 2023","82","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","tagName","tagName",""
"passed","Tue Feb 07 07:20:41 GMT 2023","Tue Feb 07 07:20:42 GMT 2023","377","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","deselectByValue","deselectByValue",""
"passed","Tue Feb 07 07:20:31 GMT 2023","Tue Feb 07 07:20:31 GMT 2023","330","Main suite","Selenium Web Driver Tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","acceptAlert","acceptAlert",""
"passed","Tue Feb 07 07:20:55 GMT 2023","Tue Feb 07 07:20:55 GMT 2023","35","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementValueByElement","textToBePresentInElementValueByElement",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfAllElementsLocatedBy","visibilityOfAllElementsLocatedBy","COMING SOON"
"passed","Tue Feb 07 07:20:37 GMT 2023","Tue Feb 07 07:20:37 GMT 2023","30","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","id","id",""
"passed","Tue Feb 07 07:20:27 GMT 2023","Tue Feb 07 07:20:27 GMT 2023","253","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","click","click",""
"passed","Tue Feb 07 07:20:45 GMT 2023","Tue Feb 07 07:20:45 GMT 2023","1","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","isMultiple","isMultiple",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfNestedElementsLocatedByLocator","visibilityOfNestedElementsLocatedByLocator","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsWithClass","selectAllElementsWithClass","COMING SOON"
"passed","Tue Feb 07 07:20:54 GMT 2023","Tue Feb 07 07:20:54 GMT 2023","32","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBe","textToBe",""
"passed","Tue Feb 07 07:20:52 GMT 2023","Tue Feb 07 07:20:52 GMT 2023","13","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfElementLocated","presenceOfElementLocated",""
"passed","Tue Feb 07 07:20:30 GMT 2023","Tue Feb 07 07:20:30 GMT 2023","245","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","keyUpAndDown","keyUpAndDown",""
"passed","Tue Feb 07 07:20:42 GMT 2023","Tue Feb 07 07:20:42 GMT 2023","97","Main suite","Selenium Web Driver Tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingName","switchToFrameUsingName",""
"passed","Tue Feb 07 07:20:40 GMT 2023","Tue Feb 07 07:20:40 GMT 2023","478","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","takeScreenshotOfAWindow","takeScreenshotOfAWindow",""
"passed","Tue Feb 07 07:20:50 GMT 2023","Tue Feb 07 07:20:50 GMT 2023","56","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","numberOfWindowsToBe","numberOfWindowsToBe",""
"passed","Tue Feb 07 07:20:43 GMT 2023","Tue Feb 07 07:20:43 GMT 2023","210","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","waitForCertainAmountOfWindowsToBeOpened","waitForCertainAmountOfWindowsToBeOpened",""
"passed","Tue Feb 07 07:20:26 GMT 2023","Tue Feb 07 07:20:26 GMT 2023","530","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","ctrlClick","ctrlClick",""
"passed","Tue Feb 07 07:20:27 GMT 2023","Tue Feb 07 07:20:27 GMT 2023","312","Main suite","Selenium Web Driver Tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","openUrlWithNavigate","openUrlWithNavigate",""
"passed","Tue Feb 07 07:20:25 GMT 2023","Tue Feb 07 07:20:26 GMT 2023","629","Main suite","Selenium Web Driver Tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","openUrl","openUrl",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsThatAreTheLastChildOfTheirParent","selectAllElementsThatAreTheLastChildOfTheirParent","COMING SOON"
"passed","Tue Feb 07 07:20:38 GMT 2023","Tue Feb 07 07:20:38 GMT 2023","114","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeContainsByLocator","attributeContainsByLocator",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","1","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElements","selectAllElements","COMING SOON"
"passed","Tue Feb 07 07:20:35 GMT 2023","Tue Feb 07 07:20:35 GMT 2023","109","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","and","and",""
"passed","Tue Feb 07 07:20:37 GMT 2023","Tue Feb 07 07:20:37 GMT 2023","9","Main suite","Selenium Web Driver Tests","vznd.selenium.GettingBrowserInformationTest","vznd.selenium.GettingBrowserInformationTest","getTitle","getTitle",""
"passed","Tue Feb 07 07:20:43 GMT 2023","Tue Feb 07 07:20:43 GMT 2023","68","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementSelectionStateToBeByLocator","elementSelectionStateToBeByLocator",""
"passed","Tue Feb 07 07:20:57 GMT 2023","Tue Feb 07 07:20:57 GMT 2023","10","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","titleIs","titleIs",""
"passed","Tue Feb 07 07:20:53 GMT 2023","Tue Feb 07 07:20:53 GMT 2023","82","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","refreshed","refreshed",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","javaScriptThrowsNoExceptions","javaScriptThrowsNoExceptions","COMING SOON"
"passed","Tue Feb 07 07:20:39 GMT 2023","Tue Feb 07 07:20:39 GMT 2023","363","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","switchToWindowById","switchToWindowById",""
"passed","Tue Feb 07 07:20:41 GMT 2023","Tue Feb 07 07:20:41 GMT 2023","124","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeNotEmpty","attributeToBeNotEmpty",""
"passed","Tue Feb 07 07:20:47 GMT 2023","Tue Feb 07 07:20:47 GMT 2023","25","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByIntLocator","frameToBeAvailableAndSwitchToItByIntLocator",""
"passed","Tue Feb 07 07:20:40 GMT 2023","Tue Feb 07 07:20:40 GMT 2023","75","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeByLocator","attributeToBeByLocator",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","1","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsElementsWithIDContainingString","selectAllElementsElementsWithIDContainingString","COMING SOON"
"passed","Tue Feb 07 07:20:40 GMT 2023","Tue Feb 07 07:20:40 GMT 2023","654","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","deselectByIndex","deselectByIndex",""
"passed","Tue Feb 07 07:20:34 GMT 2023","Tue Feb 07 07:20:35 GMT 2023","361","Main suite","Selenium Web Driver Tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","storeAlertWithWebDriver","storeAlertWithWebDriver",""
"passed","Tue Feb 07 07:20:46 GMT 2023","Tue Feb 07 07:20:46 GMT 2023","35","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeSelectedByLocator","elementToBeSelectedByLocator",""
"passed","Tue Feb 07 07:20:31 GMT 2023","Tue Feb 07 07:20:34 GMT 2023","3192","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","alertIsPresent","alertIsPresent",""
"passed","Tue Feb 07 07:20:33 GMT 2023","Tue Feb 07 07:20:34 GMT 2023","294","Main suite","Selenium Web Driver Tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","getAlertText","getAlertText",""
"passed","Tue Feb 07 07:20:48 GMT 2023","Tue Feb 07 07:20:48 GMT 2023","33","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOf","invisibilityOf",""
"passed","Tue Feb 07 07:20:27 GMT 2023","Tue Feb 07 07:20:28 GMT 2023","658","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","enterWithActions","enterWithActions",""
"passed","Tue Feb 07 07:20:31 GMT 2023","Tue Feb 07 07:20:31 GMT 2023","145","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentLocator","findElementBasedOnParentLocator",""
"passed","Tue Feb 07 07:20:39 GMT 2023","Tue Feb 07 07:20:39 GMT 2023","109","Main suite","Selenium Web Driver Tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingId","switchToFrameUsingId",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsThatAreTheLastChildWithThisTypeOfTheirParent","selectAllElementsThatAreTheLastChildWithThisTypeOfTheirParent","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllCheckedFormElements","selectAllCheckedFormElements","COMING SOON"
"passed","Tue Feb 07 07:20:28 GMT 2023","Tue Feb 07 07:20:28 GMT 2023","138","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getText","getText",""
"passed","Tue Feb 07 07:20:31 GMT 2023","Tue Feb 07 07:20:32 GMT 2023","124","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","isSelected","isSelected",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsWithTagAndClass","selectAllElementsWithTagAndClass","COMING SOON"
"passed","Tue Feb 07 07:20:57 GMT 2023","Tue Feb 07 07:20:57 GMT 2023","4","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","urlMatches","urlMatches",""
"passed","Tue Feb 07 07:20:45 GMT 2023","Tue Feb 07 07:20:46 GMT 2023","201","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","selectByIndex","selectByIndex",""
"passed","Tue Feb 07 07:20:34 GMT 2023","Tue Feb 07 07:20:34 GMT 2023","107","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","switchToActiveElement","switchToActiveElement",""
"passed","Tue Feb 07 07:20:55 GMT 2023","Tue Feb 07 07:20:55 GMT 2023","37","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementLocated","textToBePresentInElementLocated",""
"passed","Tue Feb 07 07:20:29 GMT 2023","Tue Feb 07 07:20:29 GMT 2023","293","Main suite","Selenium Web Driver Tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","enterWithSendKeys","enterWithSendKeys",""
"passed","Tue Feb 07 07:20:42 GMT 2023","Tue Feb 07 07:20:42 GMT 2023","22","Main suite","Selenium Web Driver Tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","addCookie","addCookie",""
"passed","Tue Feb 07 07:20:45 GMT 2023","Tue Feb 07 07:20:45 GMT 2023","33","Main suite","Selenium Web Driver Tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","deleteCookieByName","deleteCookieByName",""
"passed","Tue Feb 07 07:20:29 GMT 2023","Tue Feb 07 07:20:30 GMT 2023","439","Main suite","Selenium Web Driver Tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","pressForwardBrowserButton","pressForwardBrowserButton",""
"passed","Tue Feb 07 07:20:49 GMT 2023","Tue Feb 07 07:20:49 GMT 2023","51","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfAllElementsWebElementArgs","invisibilityOfAllElementsWebElementArgs",""
"passed","Tue Feb 07 07:20:36 GMT 2023","Tue Feb 07 07:20:37 GMT 2023","264","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","setWindowPosition","setWindowPosition",""
"passed","Tue Feb 07 07:20:35 GMT 2023","Tue Feb 07 07:20:35 GMT 2023","23","Main suite","Selenium Web Driver Tests","vznd.selenium.GettingBrowserInformationTest","vznd.selenium.GettingBrowserInformationTest","getCurrentUrl","getCurrentUrl",""
"passed","Tue Feb 07 07:20:32 GMT 2023","Tue Feb 07 07:20:33 GMT 2023","292","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","executeJavascriptClickOnElement","executeJavascriptClickOnElement",""
"passed","Tue Feb 07 07:20:51 GMT 2023","Tue Feb 07 07:20:51 GMT 2023","64","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","or","or",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsThatAreSiblingsOfAnotherElement","selectAllElementsThatAreSiblingsOfAnotherElement","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","7","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowDimensionsIndividually","getWindowDimensionsIndividually",""
"passed","Tue Feb 07 07:20:49 GMT 2023","Tue Feb 07 07:20:49 GMT 2023","51","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfAllElementsList","invisibilityOfAllElementsList",""
"passed","Tue Feb 07 07:20:50 GMT 2023","Tue Feb 07 07:20:50 GMT 2023","29","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfElementLocatedByLocator","invisibilityOfElementLocatedByLocator",""
"passed","Tue Feb 07 07:20:38 GMT 2023","Tue Feb 07 07:20:38 GMT 2023","163","Main suite","Selenium Web Driver Tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToDefaultContext","switchToDefaultContext",""
"passed","Tue Feb 07 07:20:42 GMT 2023","Tue Feb 07 07:20:42 GMT 2023","65","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementSelectionStateToBeByElement","elementSelectionStateToBeByElement",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllDisabledFormElements","selectAllDisabledFormElements","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectTheDocumentsRootElement","selectTheDocumentsRootElement","COMING SOON"
"passed","Tue Feb 07 07:20:38 GMT 2023","Tue Feb 07 07:20:39 GMT 2023","652","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","deselectAll","deselectAll",""
"passed","Tue Feb 07 07:20:34 GMT 2023","Tue Feb 07 07:20:34 GMT 2023","5","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowHandle","getWindowHandle",""
"passed","Tue Feb 07 07:21:00 GMT 2023","Tue Feb 07 07:21:00 GMT 2023","18","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","waitWithLambda","waitWithLambda",""
"passed","Tue Feb 07 07:20:50 GMT 2023","Tue Feb 07 07:20:50 GMT 2023","5","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","not","not",""
"passed","Tue Feb 07 07:20:28 GMT 2023","Tue Feb 07 07:20:29 GMT 2023","425","Main suite","Selenium Web Driver Tests","vznd.selenium.MouseActionsTest","vznd.selenium.MouseActionsTest","doubleClick","doubleClick",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfNestedElementsLocatedByElement","visibilityOfNestedElementsLocatedByElement","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsThatAreTheFirstElementOfTheirParent","selectAllElementsThatAreTheFirstElementOfTheirParent","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllInputElementsWithMaxOrMinValueWhenValueIsValidAccordingToLimitations","selectAllInputElementsWithMaxOrMinValueWhenValueIsValidAccordingToLimitations","COMING SOON"
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowXAndYPositionFromObject","getWindowXAndYPositionFromObject",""
"passed","Tue Feb 07 07:20:38 GMT 2023","Tue Feb 07 07:20:38 GMT 2023","31","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","linkText","linkText",""
"passed","Tue Feb 07 07:20:46 GMT 2023","Tue Feb 07 07:20:46 GMT 2023","8","Main suite","Selenium Web Driver Tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","getCookieByName","getCookieByName",""
"passed","Tue Feb 07 07:20:39 GMT 2023","Tue Feb 07 07:20:39 GMT 2023","18","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","name","name",""
"passed","Tue Feb 07 07:20:27 GMT 2023","Tue Feb 07 07:20:27 GMT 2023","527","Main suite","Selenium Web Driver Tests","vznd.selenium.MouseActionsTest","vznd.selenium.MouseActionsTest","contextClick","contextClick",""
"passed","Tue Feb 07 07:20:47 GMT 2023","Tue Feb 07 07:20:47 GMT 2023","152","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","selectByVisibleText","selectByVisibleText",""
"passed","Tue Feb 07 07:20:45 GMT 2023","Tue Feb 07 07:20:45 GMT 2023","6","Main suite","Selenium Web Driver Tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","getAllCookies","getAllCookies",""
"passed","Tue Feb 07 07:20:35 GMT 2023","Tue Feb 07 07:20:35 GMT 2023","38","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","className","className",""
"passed","Tue Feb 07 07:20:45 GMT 2023","Tue Feb 07 07:20:45 GMT 2023","43","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeSelectedByElement","elementToBeSelectedByElement",""
"passed","Tue Feb 07 07:20:36 GMT 2023","Tue Feb 07 07:20:37 GMT 2023","103","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeContainsByElement","attributeContainsByElement",""
"passed","Tue Feb 07 07:20:28 GMT 2023","Tue Feb 07 07:20:29 GMT 2023","516","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","sendKeys","sendKeys",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllInputElementsWithMaxOrMinValueWhenValueIsOutOfRange","selectAllInputElementsWithMaxOrMinValueWhenValueIsOutOfRange","COMING SOON"
"passed","Tue Feb 07 07:20:42 GMT 2023","Tue Feb 07 07:20:42 GMT 2023","326","Main suite","Selenium Web Driver Tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","takeScreenshotOfAnElement","takeScreenshotOfAnElement",""
"passed","Tue Feb 07 07:20:46 GMT 2023","Tue Feb 07 07:20:46 GMT 2023","101","Main suite","Selenium Web Driver Tests","vznd.selenium.ElementsSelectListsTest","vznd.selenium.ElementsSelectListsTest","selectByValue","selectByValue",""
"passed","Tue Feb 07 07:20:52 GMT 2023","Tue Feb 07 07:20:52 GMT 2023","27","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfNestedElementLocatedBy","presenceOfNestedElementLocatedBy",""
"passed","Tue Feb 07 07:20:47 GMT 2023","Tue Feb 07 07:20:47 GMT 2023","38","Main suite","Selenium Web Driver Tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByLocator","frameToBeAvailableAndSwitchToItByLocator",""
"unknown","Tue Feb 07 07:20:18 GMT 2023","Tue Feb 07 07:20:18 GMT 2023","0","Main suite","Selenium Web Driver Tests","vznd.selenium.CssSelectorsTest","vznd.selenium.CssSelectorsTest","selectAllElementsWithTagWithParentTag","selectAllElementsWithTagWithParentTag","COMING SOON"
