"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 06 20:00:17 GMT 2023","Mon Feb 06 20:00:17 GMT 2023","28","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementSelectionStateToBeByLocator","elementSelectionStateToBeByLocator",""
"passed","Mon Feb 06 20:00:11 GMT 2023","Mon Feb 06 20:00:14 GMT 2023","3150","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","alertIsPresent","alertIsPresent",""
"failed","Mon Feb 06 20:00:04 GMT 2023","Mon Feb 06 20:00:05 GMT 2023","260","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","executeJavascriptClickOnElement","executeJavascriptClickOnElement",""
"passed","Mon Feb 06 20:01:09 GMT 2023","Mon Feb 06 20:01:09 GMT 2023","30","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementLocated","textToBePresentInElementLocated",""
"broken","Mon Feb 06 20:00:02 GMT 2023","Mon Feb 06 20:00:02 GMT 2023","28","Wiki Tests","Selenium tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingIndex","switchToFrameUsingIndex",""
"broken","Mon Feb 06 20:00:53 GMT 2023","Mon Feb 06 20:01:03 GMT 2023","10355","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfElementLocatedByLocator","invisibilityOfElementLocatedByLocator",""
"passed","Mon Feb 06 20:00:06 GMT 2023","Mon Feb 06 20:00:06 GMT 2023","31","Wiki Tests","Selenium tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getTagName","getTagName",""
"passed","Mon Feb 06 20:00:06 GMT 2023","Mon Feb 06 20:00:07 GMT 2023","150","Wiki Tests","Selenium tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getText","getText",""
"passed","Mon Feb 06 20:00:12 GMT 2023","Mon Feb 06 20:00:12 GMT 2023","103","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","takeScreenshotOfAWindow","takeScreenshotOfAWindow",""
"passed","Mon Feb 06 20:01:06 GMT 2023","Mon Feb 06 20:01:06 GMT 2023","14","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfElementLocated","presenceOfElementLocated",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ImplicitWaitTest","vznd.selenium.ImplicitWaitTest","implicitWait","implicitWait",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","jsReturnsValue","jsReturnsValue",""
"passed","Mon Feb 06 20:01:07 GMT 2023","Mon Feb 06 20:01:07 GMT 2023","29","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textMatches","textMatches",""
"passed","Mon Feb 06 20:00:19 GMT 2023","Mon Feb 06 20:00:19 GMT 2023","23","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeSelectedByElement","elementToBeSelectedByElement",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","enterFullscreen","enterFullscreen",""
"passed","Mon Feb 06 20:00:13 GMT 2023","Mon Feb 06 20:00:13 GMT 2023","48","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","waitForCertainAmountOfWindowsToBeOpened","waitForCertainAmountOfWindowsToBeOpened",""
"passed","Mon Feb 06 20:00:06 GMT 2023","Mon Feb 06 20:00:06 GMT 2023","83","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","id","id",""
"broken","Mon Feb 06 20:00:08 GMT 2023","Mon Feb 06 20:00:08 GMT 2023","59","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentObject","findElementBasedOnParentObject",""
"passed","Mon Feb 06 20:01:12 GMT 2023","Mon Feb 06 20:01:12 GMT 2023","29","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfElementLocated","visibilityOfElementLocated",""
"passed","Mon Feb 06 20:00:05 GMT 2023","Mon Feb 06 20:00:05 GMT 2023","31","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","cssSelector","cssSelector",""
"passed","Mon Feb 06 20:00:09 GMT 2023","Mon Feb 06 20:00:09 GMT 2023","100","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findFirstElementWithClass","findFirstElementWithClass",""
"broken","Mon Feb 06 20:00:03 GMT 2023","Mon Feb 06 20:00:03 GMT 2023","165","Wiki Tests","Selenium tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingName","switchToFrameUsingName",""
"broken","Mon Feb 06 20:00:00 GMT 2023","Mon Feb 06 20:00:01 GMT 2023","163","Wiki Tests","Selenium tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToFrameUsingId","switchToFrameUsingId",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowDimensionsIndividually","getWindowDimensionsIndividually",""
"passed","Mon Feb 06 20:00:08 GMT 2023","Mon Feb 06 20:00:08 GMT 2023","68","Wiki Tests","Selenium tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","isDisplayed","isDisplayed",""
"passed","Mon Feb 06 20:00:10 GMT 2023","Mon Feb 06 20:00:10 GMT 2023","31","Wiki Tests","Selenium tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","deleteAllCookies","deleteAllCookies",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfAllElementsArgs","visibilityOfAllElementsArgs",""
"passed","Mon Feb 06 20:00:12 GMT 2023","Mon Feb 06 20:00:12 GMT 2023","30","Wiki Tests","Selenium tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","deleteCookieByName","deleteCookieByName",""
"broken","Mon Feb 06 20:00:19 GMT 2023","Mon Feb 06 20:00:19 GMT 2023","45","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByElement","frameToBeAvailableAndSwitchToItByElement",""
"broken","Mon Feb 06 20:00:21 GMT 2023","Mon Feb 06 20:00:21 GMT 2023","49","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByStringLocator","frameToBeAvailableAndSwitchToItByStringLocator",""
"passed","Mon Feb 06 20:00:11 GMT 2023","Mon Feb 06 20:00:11 GMT 2023","20","Wiki Tests","Selenium tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","deleteCookieByCookieObject","deleteCookieByCookieObject",""
"passed","Mon Feb 06 20:00:07 GMT 2023","Mon Feb 06 20:00:07 GMT 2023","144","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","findElementBasedOnParentLocator","findElementBasedOnParentLocator",""
"passed","Mon Feb 06 20:00:18 GMT 2023","Mon Feb 06 20:00:18 GMT 2023","41","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeClickableByElement","elementToBeClickableByElement",""
"passed","Mon Feb 06 20:00:16 GMT 2023","Mon Feb 06 20:00:16 GMT 2023","36","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeByElement","attributeToBeByElement",""
"failed","Mon Feb 06 20:00:00 GMT 2023","Mon Feb 06 20:00:01 GMT 2023","609","Wiki Tests","Selenium tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","enterInfoIntoPrompt","enterInfoIntoPrompt",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","statelessOf","statelessOf",""
"passed","Mon Feb 06 20:01:08 GMT 2023","Mon Feb 06 20:01:08 GMT 2023","29","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBe","textToBe",""
"passed","Mon Feb 06 20:00:07 GMT 2023","Mon Feb 06 20:00:07 GMT 2023","9","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowHandle","getWindowHandle",""
"passed","Mon Feb 06 20:00:16 GMT 2023","Mon Feb 06 20:00:17 GMT 2023","32","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeNotEmpty","attributeToBeNotEmpty",""
"passed","Mon Feb 06 20:01:07 GMT 2023","Mon Feb 06 20:01:07 GMT 2023","76","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","refreshed","refreshed",""
"passed","Mon Feb 06 20:00:04 GMT 2023","Mon Feb 06 20:00:04 GMT 2023","61","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","className","className",""
"passed","Mon Feb 06 20:01:08 GMT 2023","Mon Feb 06 20:01:08 GMT 2023","29","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElement","textToBePresentInElement",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfNestedElementsLocatedByLocator","visibilityOfNestedElementsLocatedByLocator",""
"passed","Mon Feb 06 20:01:11 GMT 2023","Mon Feb 06 20:01:11 GMT 2023","5","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","urlContains","urlContains",""
"passed","Mon Feb 06 20:00:04 GMT 2023","Mon Feb 06 20:00:04 GMT 2023","374","Wiki Tests","Selenium tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","storeAlertWithWebDriverWait","storeAlertWithWebDriverWait",""
"failed","Mon Feb 06 20:00:05 GMT 2023","Mon Feb 06 20:00:05 GMT 2023","64","Wiki Tests","Selenium tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","getCssValue","getCssValue",""
"passed","Mon Feb 06 20:00:07 GMT 2023","Mon Feb 06 20:00:07 GMT 2023","42","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","linkText","linkText",""
"passed","Mon Feb 06 20:01:05 GMT 2023","Mon Feb 06 20:01:05 GMT 2023","14","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfAllElementsLocatedBy","presenceOfAllElementsLocatedBy",""
"passed","Mon Feb 06 20:01:06 GMT 2023","Mon Feb 06 20:01:06 GMT 2023","23","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfNestedElementLocatedBy","presenceOfNestedElementLocatedBy",""
"passed","Mon Feb 06 20:00:06 GMT 2023","Mon Feb 06 20:00:06 GMT 2023","51","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","executeJavascriptOpenAlert","executeJavascriptOpenAlert",""
"passed","Mon Feb 06 20:01:05 GMT 2023","Mon Feb 06 20:01:05 GMT 2023","71","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","or","or",""
"passed","Mon Feb 06 20:00:11 GMT 2023","Mon Feb 06 20:00:11 GMT 2023","81","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","switchToWindowById","switchToWindowById",""
"passed","Mon Feb 06 20:00:03 GMT 2023","Mon Feb 06 20:00:03 GMT 2023","15","Wiki Tests","Selenium tests","vznd.selenium.GettingBrowserInformationTest","vznd.selenium.GettingBrowserInformationTest","getTitle","getTitle",""
"passed","Mon Feb 06 20:00:10 GMT 2023","Mon Feb 06 20:00:10 GMT 2023","387","Wiki Tests","Selenium tests","vznd.selenium.ElementsFindersTest","vznd.selenium.ElementsFindersTest","switchToActiveElement","switchToActiveElement",""
"passed","Mon Feb 06 20:00:03 GMT 2023","Mon Feb 06 20:00:03 GMT 2023","299","Wiki Tests","Selenium tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","keyUpAndDown","keyUpAndDown",""
"passed","Mon Feb 06 20:01:11 GMT 2023","Mon Feb 06 20:01:11 GMT 2023","7","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","urlMatches","urlMatches",""
"passed","Mon Feb 06 20:00:17 GMT 2023","Mon Feb 06 20:00:17 GMT 2023","26","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementSelectionStateToBeByElement","elementSelectionStateToBeByElement",""
"passed","Mon Feb 06 20:00:00 GMT 2023","Mon Feb 06 20:00:01 GMT 2023","271","Wiki Tests","Selenium tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","enterWithActions","enterWithActions",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","maximizeWindow","maximizeWindow",""
"passed","Mon Feb 06 20:00:02 GMT 2023","Mon Feb 06 20:00:02 GMT 2023","416","Wiki Tests","Selenium tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","getAlertText","getAlertText",""
"passed","Mon Feb 06 20:00:02 GMT 2023","Mon Feb 06 20:00:02 GMT 2023","212","Wiki Tests","Selenium tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","enterWithSendKeys","enterWithSendKeys",""
"passed","Mon Feb 06 20:00:05 GMT 2023","Mon Feb 06 20:00:06 GMT 2023","253","Wiki Tests","Selenium tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","clear","clear",""
"passed","Mon Feb 06 20:00:12 GMT 2023","Mon Feb 06 20:00:12 GMT 2023","13","Wiki Tests","Selenium tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","getAllCookies","getAllCookies",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowXAndYPositionFromObject","getWindowXAndYPositionFromObject",""
"broken","Mon Feb 06 20:00:20 GMT 2023","Mon Feb 06 20:00:20 GMT 2023","29","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByIntLocator","frameToBeAvailableAndSwitchToItByIntLocator",""
"broken","Mon Feb 06 19:59:59 GMT 2023","Mon Feb 06 19:59:59 GMT 2023","132","Wiki Tests","Selenium tests","vznd.selenium.FramesTest","vznd.selenium.FramesTest","switchToDefaultContext","switchToDefaultContext",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","visibilityOfAllElementsList","visibilityOfAllElementsList",""
"passed","Mon Feb 06 20:00:18 GMT 2023","Mon Feb 06 20:00:18 GMT 2023","39","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeClickableByLocator","elementToBeClickableByLocator",""
"passed","Mon Feb 06 20:00:06 GMT 2023","Mon Feb 06 20:00:07 GMT 2023","237","Wiki Tests","Selenium tests","vznd.selenium.ElementsInteractionsTest","vznd.selenium.ElementsInteractionsTest","click","click",""
"passed","Mon Feb 06 20:00:16 GMT 2023","Mon Feb 06 20:00:16 GMT 2023","32","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeToBeByLocator","attributeToBeByLocator",""
"passed","Mon Feb 06 20:00:19 GMT 2023","Mon Feb 06 20:00:19 GMT 2023","23","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","elementToBeSelectedByLocator","elementToBeSelectedByLocator",""
"passed","Mon Feb 06 20:01:04 GMT 2023","Mon Feb 06 20:01:04 GMT 2023","4","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","not","not",""
"passed","Mon Feb 06 20:00:15 GMT 2023","Mon Feb 06 20:00:15 GMT 2023","37","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeContainsByElement","attributeContainsByElement",""
"passed","Mon Feb 06 20:00:14 GMT 2023","Mon Feb 06 20:00:14 GMT 2023","53","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","and","and",""
"passed","Mon Feb 06 20:00:00 GMT 2023","Mon Feb 06 20:00:01 GMT 2023","402","Wiki Tests","Selenium tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","pressBackBrowserButton","pressBackBrowserButton",""
"passed","Mon Feb 06 20:00:15 GMT 2023","Mon Feb 06 20:00:15 GMT 2023","31","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","attributeContainsByLocator","attributeContainsByLocator",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","invisibilityOfElementWithText","invisibilityOfElementWithText",""
"passed","Mon Feb 06 20:01:11 GMT 2023","Mon Feb 06 20:01:11 GMT 2023","5","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","urlToBe","urlToBe",""
"passed","Mon Feb 06 20:01:10 GMT 2023","Mon Feb 06 20:01:10 GMT 2023","5","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","titleIs","titleIs",""
"passed","Mon Feb 06 20:01:10 GMT 2023","Mon Feb 06 20:01:10 GMT 2023","6","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","titleContains","titleContains",""
"passed","Mon Feb 06 20:00:09 GMT 2023","Mon Feb 06 20:00:09 GMT 2023","136","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","setWindowPosition","setWindowPosition",""
"passed","Mon Feb 06 20:01:09 GMT 2023","Mon Feb 06 20:01:09 GMT 2023","28","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementValueByLocator","textToBePresentInElementValueByLocator",""
"passed","Mon Feb 06 20:00:10 GMT 2023","Mon Feb 06 20:00:10 GMT 2023","33","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","tagName","tagName",""
"passed","Mon Feb 06 19:59:58 GMT 2023","Mon Feb 06 19:59:59 GMT 2023","334","Wiki Tests","Selenium tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","openUrl","openUrl",""
"passed","Mon Feb 06 20:01:09 GMT 2023","Mon Feb 06 20:01:09 GMT 2023","28","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","textToBePresentInElementValueByElement","textToBePresentInElementValueByElement",""
"passed","Mon Feb 06 20:01:06 GMT 2023","Mon Feb 06 20:01:06 GMT 2023","23","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","presenceOfNestedElementsLocatedBy","presenceOfNestedElementsLocatedBy",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowDimensionsFromObject","getWindowDimensionsFromObject",""
"passed","Mon Feb 06 19:59:59 GMT 2023","Mon Feb 06 19:59:59 GMT 2023","489","Wiki Tests","Selenium tests","vznd.selenium.KeyboardActionsTest","vznd.selenium.KeyboardActionsTest","ctrlClick","ctrlClick",""
"passed","Mon Feb 06 20:00:09 GMT 2023","Mon Feb 06 20:00:10 GMT 2023","111","Wiki Tests","Selenium tests","vznd.selenium.ElementsInformationTest","vznd.selenium.ElementsInformationTest","isSelected","isSelected",""
"broken","Mon Feb 06 20:00:20 GMT 2023","Mon Feb 06 20:00:20 GMT 2023","40","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","frameToBeAvailableAndSwitchToItByLocator","frameToBeAvailableAndSwitchToItByLocator",""
"passed","Mon Feb 06 20:00:08 GMT 2023","Mon Feb 06 20:00:08 GMT 2023","178","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowHandles","getWindowHandles",""
"passed","Mon Feb 06 20:01:13 GMT 2023","Mon Feb 06 20:01:13 GMT 2023","38","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","waitWithExpectedCondition","waitWithExpectedCondition",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","getWindowXAndYPositionIndividually","getWindowXAndYPositionIndividually",""
"passed","Mon Feb 06 20:00:12 GMT 2023","Mon Feb 06 20:00:12 GMT 2023","121","Wiki Tests","Selenium tests","vznd.selenium.WindowsTest","vznd.selenium.WindowsTest","takeScreenshotOfAnElement","takeScreenshotOfAnElement",""
"unknown","Mon Feb 06 19:59:56 GMT 2023","Mon Feb 06 19:59:56 GMT 2023","0","Wiki Tests","Selenium tests","vznd.selenium.ExplicitWaitTest","vznd.selenium.ExplicitWaitTest","javaScriptThrowsNoExceptions","javaScriptThrowsNoExceptions",""
"passed","Mon Feb 06 20:00:09 GMT 2023","Mon Feb 06 20:00:09 GMT 2023","14","Wiki Tests","Selenium tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","addCookie","addCookie",""
"passed","Mon Feb 06 20:00:05 GMT 2023","Mon Feb 06 20:00:05 GMT 2023","380","Wiki Tests","Selenium tests","vznd.selenium.AlertsTest","vznd.selenium.AlertsTest","waitForAlertAbsence","waitForAlertAbsence",""
"passed","Mon Feb 06 20:00:11 GMT 2023","Mon Feb 06 20:00:11 GMT 2023","26","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","xpath","xpath",""
"passed","Mon Feb 06 20:00:10 GMT 2023","Mon Feb 06 20:00:10 GMT 2023","55","Wiki Tests","Selenium tests","vznd.selenium.ElementsTraditionalLocatorsTest","vznd.selenium.ElementsTraditionalLocatorsTest","partialLinkText","partialLinkText",""
"passed","Mon Feb 06 20:00:13 GMT 2023","Mon Feb 06 20:00:13 GMT 2023","6","Wiki Tests","Selenium tests","vznd.selenium.CookiesTest","vznd.selenium.CookiesTest","getCookieByName","getCookieByName",""
"passed","Mon Feb 06 19:59:59 GMT 2023","Mon Feb 06 20:00:00 GMT 2023","152","Wiki Tests","Selenium tests","vznd.selenium.BrowserNavigationTest","vznd.selenium.BrowserNavigationTest","openUrlWithNavigate","openUrlWithNavigate",""
